ProductID;Weight;FatContent;ProductVisibility;ProductType;MRP;OutletID;EstablishmentYear;OutletSize;LocationType;OutletType;OutletSales
FDI48;11.85;Regular;0;Baking Goods;512.666;OUT035;2004;Small;Tier 2;Supermarket Type1;4.101.328
FDH09;12.6;Low Fat;0.05616476;Seafood;518.982;OUT049;1999;Medium;Tier 1;Supermarket Type1;4.733.838
FDQ36;7.855;Regular;0;Baking Goods;383.848;OUT046;1997;Small;Tier 1;Supermarket Type1;932.12
FDY16;18.35;Regular;0.092150005;Frozen Foods;1.848.266;OUT013;1987;High;Tier 3;Supermarket Type1;38.729.586
NCM43;;Low Fat;0.01938106;Others;164.321;OUT027;1985;Medium;Tier 3;Supermarket Type3;5.546.114
FDF59;12.5;LF;0.071534226;Starchy Foods;124.902;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.771.028
NCR38;17.25;Low Fat;0.113497001;Household;2.534.724;OUT035;2004;Small;Tier 2;Supermarket Type1;7.550.172
FDY13;12.1;Low Fat;0.030121709;Canned;78.067;OUT035;2004;Small;Tier 2;Supermarket Type1;2.220.443
FDC40;16;Regular;0.065051586;Dairy;761.986;OUT035;2004;Small;Tier 2;Supermarket Type1;10.905.804
FDT11;5.94;Regular;0.029538509;Breads;1.894.556;OUT017;2007;;Tier 2;Supermarket Type1;1.877.556
FDT59;13.65;Low Fat;0.015976249;Breads;2.302.668;OUT018;2009;Medium;Tier 3;Supermarket Type2;29.947.684
NCU54;8.88;Low Fat;0.098622378;Household;208.427;OUT046;1997;Small;Tier 1;Supermarket Type1;5.452.902
FDG34;11.5;Regular;0.062885197;Snack Foods;1.067.254;OUT010;1998;;Tier 3;Grocery Store;542.627
FDQ36;7.855;Regular;0.162461219;Baking Goods;392.848;OUT017;2007;;Tier 2;Supermarket Type1;8.575.504
DRZ11;8.85;Regular;0.112840108;Soft Drinks;1.220.388;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.238.388
DRH23;;Low Fat;0.298205272;Hard Drinks;557.614;OUT019;1985;Small;Tier 1;Grocery Store;1.105.228
FDT55;13.6;Regular;0.043902087;Fruits and Vegetables;1.570.946;OUT017;2007;;Tier 2;Supermarket Type1;5.522.811
NCV53;8.27;Low Fat;0.018797945;Health and Hygiene;241.288;OUT013;1987;High;Tier 3;Supermarket Type1;5.512.824
FDQ33;;Low Fat;0;Snack Foods;1.516.708;OUT027;1985;Medium;Tier 3;Supermarket Type3;48.150.656
NCJ54;9.895;Low Fat;0.060017128;Household;2.308.642;OUT013;1987;High;Tier 3;Supermarket Type1;44.149.198
FDY16;;reg;0.16147714;Frozen Foods;1.862.266;OUT019;1985;Small;Tier 1;Grocery Store;11.065.596
NCN07;18.5;Low Fat;0.033944698;Others;1.299.284;OUT046;1997;Small;Tier 1;Supermarket Type1;10.546.272
FDO01;21.1;Regular;0.020803054;Breakfast;1.297.994;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.284.994
FDP32;6.65;Low Fat;0.08816538;Fruits and Vegetables;1.268.678;OUT017;2007;;Tier 2;Supermarket Type1;17.803.492
NCN07;18.5;Low Fat;0.034082974;Others;1.309.284;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.977.426
DRN47;;Low Fat;0.016745264;Hard Drinks;180.766;OUT027;1985;Medium;Tier 3;Supermarket Type3;3.056.022
NCM18;13;LF;0.083009876;Household;611.194;OUT045;2002;;Tier 2;Supermarket Type1;23.529.372
FDD40;;Regular;0.014721719;Dairy;1.936.162;OUT027;1985;Medium;Tier 3;Supermarket Type3;51.952.374
FDW47;15;Low Fat;0.046375227;Breads;1.228.414;OUT046;1997;Small;Tier 1;Supermarket Type1;7.310.484
FDI45;13.1;Low Fat;0.037639672;Fruits and Vegetables;1.756.054;OUT049;1999;Medium;Tier 1;Supermarket Type1;10.506.324
FDJ46;11.1;Low Fat;0.04500603;Snack Foods;1.740.054;OUT018;2009;Medium;Tier 3;Supermarket Type2;21.012.648
FDD38;16.75;Regular;0.013711274;Canned;1.002.674;OUT010;1998;;Tier 3;Grocery Store;2.037.348
FDS37;7.655;Low Fat;0.032009653;Canned;1.172.492;OUT045;2002;;Tier 2;Supermarket Type1;24.328.332
FDY60;10.5;Regular;0.026424424;Baking Goods;1.452.128;OUT045;2002;;Tier 2;Supermarket Type1;37.391.328
FDP13;8.1;Regular;0.134870732;Canned;41.948;OUT018;2009;Medium;Tier 3;Supermarket Type2;199.74
FDM28;15.7;Low Fat;0.045295529;Frozen Foods;181.366;OUT045;2002;;Tier 2;Supermarket Type1;1.977.426
FDY33;14.5;Regular;0.097750937;Snack Foods;1.597.262;OUT017;2007;;Tier 2;Supermarket Type1;57.285.432
NCM54;17.7;Low Fat;0.05089667;Household;1.255.678;OUT013;1987;High;Tier 3;Supermarket Type1;13.988.458
FDK04;7.36;Low Fat;0.052312034;Frozen Foods;585.588;OUT046;1997;Small;Tier 1;Supermarket Type1;8.016.232
NCI42;18.75;Low Fat;0.010363586;Household;2.071.954;OUT035;2004;Small;Tier 2;Supermarket Type1;16.671.632
FDF45;18.2;Regular;0.012254429;Fruits and Vegetables;599.904;OUT018;2009;Medium;Tier 3;Supermarket Type2;6.444.944
FDN56;5.46;Regular;0.107223632;Fruits and Vegetables;1.448.786;OUT049;1999;Medium;Tier 1;Supermarket Type1;33.230.078
FDR56;15.5;Regular;0.101335811;Fruits and Vegetables;1.965.768;OUT017;2007;;Tier 2;Supermarket Type1;33.503.056
FDX40;12.85;Low Fat;0.098993139;Frozen Foods;393.164;OUT046;1997;Small;Tier 1;Supermarket Type1;5.406.296
FDB34;15.25;Low Fat;0.026760329;Snack Foods;860.198;OUT017;2007;;Tier 2;Supermarket Type1;20.060.554
FDY47;8.6;Regular;0.054594957;Breads;130.531;OUT045;2002;;Tier 2;Supermarket Type1;1298.31
DRB01;7.39;Low Fat;0.082170947;Soft Drinks;190.953;OUT013;1987;High;Tier 3;Supermarket Type1;2.466.789
FDR51;9.035;Regular;0.173821519;Meat;1.514.708;OUT045;2002;;Tier 2;Supermarket Type1;24.075.328
FDR48;11.65;LF;0.131708682;Baking Goods;1.523.024;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.518.024
FDZ25;15.7;Regular;0.027594064;Canned;171.179;OUT013;1987;High;Tier 3;Supermarket Type1;1.867.569
FDJ04;18;Low Fat;0.12470444;Frozen Foods;1.203.124;OUT045;2002;;Tier 2;Supermarket Type1;27.257.852
NCG07;;Low Fat;0.052247806;Household;190.853;OUT027;1985;Medium;Tier 3;Supermarket Type3;4.554.072
FDB52;17.75;Low Fat;0.030559583;Dairy;2.574.672;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.835.008
FDH14;17.1;Regular;0.046903482;Canned;1.420.838;OUT045;2002;;Tier 2;Supermarket Type1;25.287.084
NCY17;18.2;Low Fat;0.163096139;Health and Hygiene;430.086;OUT046;1997;Small;Tier 1;Supermarket Type1;7.583.462
FDX31;20.35;Regular;0;Fruits and Vegetables;2.344.958;OUT045;2002;;Tier 2;Supermarket Type1;14.021.748
FDN12;15.6;Low Fat;0.081103929;Baking Goods;1.123.544;OUT046;1997;Small;Tier 1;Supermarket Type1;10.066.896
FDG56;13.3;reg;0.071743629;Fruits and Vegetables;597.536;OUT018;2009;Medium;Tier 3;Supermarket Type2;918.804
FDP23;6.71;Low Fat;0.035731825;Breads;2.183.166;OUT018;2009;Medium;Tier 3;Supermarket Type2;56.606.316
FDC47;15;Low Fat;0.119131749;Snack Foods;2.269.694;OUT045;2002;;Tier 2;Supermarket Type1;6.851.082
FDW25;;Low Fat;0.037217847;Canned;868.224;OUT027;1985;Medium;Tier 3;Supermarket Type3;14.487.808
NCR42;9.105;Low Fat;0.038559926;Household;33.89;OUT045;2002;;Tier 2;Supermarket Type1;99.87
DRO59;11.8;Low Fat;0.054238448;Hard Drinks;754.012;OUT049;1999;Medium;Tier 1;Supermarket Type1;9.867.156
FDT60;12;Low Fat;0.075856062;Baking Goods;1.245.388;OUT018;2009;Medium;Tier 3;Supermarket Type2;17.337.432
FDE32;20.7;Low Fat;0.048957533;Fruits and Vegetables;378.506;OUT018;2009;Medium;Tier 3;Supermarket Type2;2.656.542
FDF21;10.3;Regular;0.059160135;Fruits and Vegetables;191.553;OUT017;2007;;Tier 2;Supermarket Type1;6.641.355
FDX04;19.6;Regular;0.041536962;Frozen Foods;460.376;OUT013;1987;High;Tier 3;Supermarket Type1;5.273.136
FDC22;6.89;Regular;0;Snack Foods;193.482;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.510.066
FDD39;16.7;Low Fat;0.070297175;Dairy;216.385;OUT045;2002;;Tier 2;Supermarket Type1;3.678.545
DRC36;13;Regular;0.044984874;Soft Drinks;1.750.054;OUT046;1997;Small;Tier 1;Supermarket Type1;19.261.594
DRE01;10.1;Low Fat;0.167155198;Soft Drinks;2.417.512;OUT046;1997;Small;Tier 1;Supermarket Type1;53.317.264
FDP37;15.6;Low Fat;0.142986863;Breakfast;1.303.994;OUT013;1987;High;Tier 3;Supermarket Type1;28.269.868
DRI01;7.97;Low Fat;0;Soft Drinks;1.737.422;OUT045;2002;;Tier 2;Supermarket Type1;27.590.752
NCE19;;Low Fat;0.162856593;Household;545.956;OUT019;1985;Small;Tier 1;Grocery Store;2.183.824
NCS30;5.945;Low Fat;0;Household;1.289.652;OUT017;2007;;Tier 2;Supermarket Type1;18.083.128
FDX31;20.35;Regular;0.014885998;Fruits and Vegetables;2.344.958;OUT018;2009;Medium;Tier 3;Supermarket Type2;32.717.412
FDH47;13.5;Regular;0.128816212;Starchy Foods;964.068;OUT046;1997;Small;Tier 1;Supermarket Type1;25.273.768
FDY11;6.71;reg;0.029680868;Baking Goods;650.142;OUT018;2009;Medium;Tier 3;Supermarket Type2;8.568.846
FDU23;12.15;Low Fat;0.036360676;Breads;1.660.184;OUT010;1998;;Tier 3;Grocery Store;3.302.368
FDO19;17.7;Regular;0.016582833;Fruits and Vegetables;505.034;OUT013;1987;High;Tier 3;Supermarket Type1;1.458.102
FDP08;20.5;Regular;0.112316501;Fruits and Vegetables;1.939.478;OUT013;1987;High;Tier 3;Supermarket Type1;44.561.994
FDX19;19.1;Low Fat;0.096653315;Fruits and Vegetables;2.351.958;OUT013;1987;High;Tier 3;Supermarket Type1;4.673.916
FDJ28;12.3;Low Fat;0.021984639;Frozen Foods;1.912.162;OUT017;2007;;Tier 2;Supermarket Type1;1.924.162
FDE29;8.905;Low Fat;0.143351652;Frozen Foods;620.878;OUT049;1999;Medium;Tier 1;Supermarket Type1;302.939
FDC14;14.5;Regular;0.041482394;Canned;400.454;OUT017;2007;;Tier 2;Supermarket Type1;209.727
FDV44;8.365;Regular;0.040069806;Fruits and Vegetables;1.907.188;OUT017;2007;;Tier 2;Supermarket Type1;1.904.188
NCF43;8.51;Low Fat;0.052239735;Household;141.947;OUT017;2007;;Tier 2;Supermarket Type1;2.004.058
NCY42;6.38;Low Fat;0.015149955;Household;144.047;OUT013;1987;High;Tier 3;Supermarket Type1;3.149.234
NCZ06;;Low Fat;0.09370568;Household;2.538.698;OUT027;1985;Medium;Tier 3;Supermarket Type3;32.977.074
FDB29;16.7;Regular;0.052401766;Frozen Foods;1.151.176;OUT035;2004;Small;Tier 2;Supermarket Type1;14.887.288
FDL28;10;Regular;0.063121982;Frozen Foods;2.317.668;OUT013;1987;High;Tier 3;Supermarket Type1;4.607.336
FDF57;14.5;Regular;0.058946687;Fruits and Vegetables;1.686.448;OUT045;2002;;Tier 2;Supermarket Type1;28.975.616
FDE44;14.65;Low Fat;0.171245426;Fruits and Vegetables;503.692;OUT013;1987;High;Tier 3;Supermarket Type1;5.912.304
FDU33;;Regular;0.134057426;Snack Foods;453.402;OUT027;1985;Medium;Tier 3;Supermarket Type3;918.804
FDA08;11.85;Regular;0.050368454;Fruits and Vegetables;1.638.526;OUT017;2007;;Tier 2;Supermarket Type1;18.089.786
NCC06;19;Low Fat;0.026986367;Household;1.271.336;OUT046;1997;Small;Tier 1;Supermarket Type1;28.123.392
FDO32;6.36;Low Fat;0.120543611;Fruits and Vegetables;45.806;OUT046;1997;Small;Tier 1;Supermarket Type1;1165.15
FDU39;18.85;LF;0.036037952;Meat;584.562;OUT046;1997;Small;Tier 1;Supermarket Type1;7.110.744
NCK18;9.6;Low Fat;0.006725388;Household;1.659.184;OUT018;2009;Medium;Tier 3;Supermarket Type2;29.721.312
FDI26;5.94;Low Fat;0.034940979;Canned;1.773.344;OUT049;1999;Medium;Tier 1;Supermarket Type1;16.059.096
DRE37;13.5;Low Fat;0.094219593;Soft Drinks;1.899.872;OUT046;1997;Small;Tier 1;Supermarket Type1;13.236.104
NCN26;10.85;LF;0.048004263;Household;1.175.808;OUT010;1998;;Tier 3;Grocery Store;3.515.424
FDS16;15.15;Regular;0.066164431;Frozen Foods;147.376;OUT035;2004;Small;Tier 2;Supermarket Type1;2197.14
FDE40;15.6;Regular;0;Dairy;624.194;OUT018;2009;Medium;Tier 3;Supermarket Type2;8.049.522
FDP03;5.15;Regular;0;Meat;1.229.388;OUT017;2007;;Tier 2;Supermarket Type1;21.052.596
FDA27;20.35;Regular;0.030975716;Dairy;2.539.672;OUT049;1999;Medium;Tier 1;Supermarket Type1;30.680.064
FDJ12;8.895;Regular;0.039101813;Baking Goods;2.088.296;OUT049;1999;Medium;Tier 1;Supermarket Type1;54.009.696
FDT03;21.25;Low Fat;0.010039493;Meat;1.817.608;OUT018;2009;Medium;Tier 3;Supermarket Type2;11.025.648
FDF50;4.905;Low Fat;0.117308165;Canned;1.957.768;OUT035;2004;Small;Tier 2;Supermarket Type1;2.956.152
FDC51;10.895;Regular;0.009641375;Dairy;124.173;OUT045;2002;;Tier 2;Supermarket Type1;1.601.249
NCL55;;Low Fat;0.113212516;Others;254.604;OUT019;1985;Small;Tier 1;Grocery Store;759.012
FDZ23;17.75;Regular;0.067490036;Baking Goods;185.224;OUT035;2004;Small;Tier 2;Supermarket Type1;6.338.416
FDW24;6.8;Low Fat;0.037573095;Baking Goods;502.034;OUT045;2002;;Tier 2;Supermarket Type1;11.664.816
FDH21;10.395;Low Fat;0.031219108;Seafood;1.569.604;OUT035;2004;Small;Tier 2;Supermarket Type1;45.953.516
NCQ41;14.8;Low Fat;0.032606181;Health and Hygiene;1.935.794;OUT010;1998;;Tier 3;Grocery Store;3.901.588
FDH48;13.5;Low Fat;0;Baking Goods;84.554;OUT018;2009;Medium;Tier 3;Supermarket Type2;778.986
FDX11;16;Regular;0.106731895;Baking Goods;1.836.634;OUT035;2004;Small;Tier 2;Supermarket Type1;25.446.876
FDK33;17.85;Low Fat;0.0112259;Snack Foods;211.956;OUT013;1987;High;Tier 3;Supermarket Type1;4.474.176
FDV36;18.7;Low Fat;0.026355345;Baking Goods;127.102;OUT045;2002;;Tier 2;Supermarket Type1;3.289.052
NCW41;18;Low Fat;0.01548171;Health and Hygiene;1.593.604;OUT045;2002;;Tier 2;Supermarket Type1;20.599.852
FDU32;;Low Fat;0.045465958;Fruits and Vegetables;1.208.414;OUT019;1985;Small;Tier 1;Grocery Store;8.528.898
FDE36;5.26;Regular;0.041857101;Baking Goods;1.627.868;OUT045;2002;;Tier 2;Supermarket Type1;42.584.568
FDO27;6.175;Regular;0;Meat;949.752;OUT045;2002;;Tier 2;Supermarket Type1;15.340.032
FDW27;5.86;Regular;0.151159243;Meat;1.566.314;OUT045;2002;;Tier 2;Supermarket Type1;32.577.594
FDJ48;;Low Fat;0.056161529;Baking Goods;2.469.118;OUT027;1985;Medium;Tier 3;Supermarket Type3;56.812.714
FDR11;10.5;Regular;0.142419608;Breads;1.611.578;OUT013;1987;High;Tier 3;Supermarket Type1;17.650.358
FDV07;9.5;Low Fat;0.031410378;Fruits and Vegetables;1.103.228;OUT018;2009;Medium;Tier 3;Supermarket Type2;2763.07
FDO50;;Low Fat;0.077790204;Canned;930.804;OUT027;1985;Medium;Tier 3;Supermarket Type3;29.401.728
FDN04;11.8;Regular;0.014166739;Frozen Foods;1.782.344;OUT017;2007;;Tier 2;Supermarket Type1;28.549.504
FDZ08;12.5;Regular;0.110215444;Fruits and Vegetables;818.592;OUT045;2002;;Tier 2;Supermarket Type1;1.238.388
FDD05;19.35;Low Fat;0.016679143;Frozen Foods;1.193.098;OUT018;2009;Medium;Tier 3;Supermarket Type2;19.281.568
FDV60;20.2;Regular;0.117339056;Baking Goods;195.011;OUT035;2004;Small;Tier 2;Supermarket Type1;2.749.754
NCG30;20.2;Low Fat;0.112227747;Household;1.235.046;OUT013;1987;High;Tier 3;Supermarket Type1;27.391.012
FDX37;;Low Fat;0.062724117;Canned;100.57;OUT027;1985;Medium;Tier 3;Supermarket Type3;5093.37
FDW24;6.8;Low Fat;0.037555348;Baking Goods;496.034;OUT049;1999;Medium;Tier 1;Supermarket Type1;972.068
DRM48;;Low Fat;0.112349962;Soft Drinks;391.848;OUT027;1985;Medium;Tier 3;Supermarket Type3;559.272
FDF46;;Low Fat;0.093217569;Snack Foods;1.167.834;OUT027;1985;Medium;Tier 3;Supermarket Type3;49.528.862
NCY54;8.43;Low Fat;0.177661246;Household;1.705.422;OUT035;2004;Small;Tier 2;Supermarket Type1;36.212.862
FDS35;9.3;Low Fat;0.11184963;Breads;646.826;OUT017;2007;;Tier 2;Supermarket Type1;7.749.912
FDB04;11.35;Regular;0.06321435;Dairy;883.856;OUT035;2004;Small;Tier 2;Supermarket Type1;1.318.284
NCK05;20.1;LF;0.077892365;Health and Hygiene;593.536;OUT017;2007;;Tier 2;Supermarket Type1;918.804
FDT46;11.35;Low Fat;0.051564827;Snack Foods;490.008;OUT010;1998;;Tier 3;Grocery Store;1.012.016
FDP52;;Regular;0.070349402;Frozen Foods;228.601;OUT027;1985;Medium;Tier 3;Supermarket Type3;7.350.432
NCR17;9.8;Low Fat;0.024521239;Health and Hygiene;1.175.492;OUT017;2007;;Tier 2;Supermarket Type1;13.901.904
NCN54;20.35;Low Fat;0.021447102;Household;763.328;OUT017;2007;;Tier 2;Supermarket Type1;13.129.576
FDX12;18.2;Regular;0.026059557;Baking Goods;2.412.196;OUT035;2004;Small;Tier 2;Supermarket Type1;65.075.292
DRL23;18.35;Low Fat;0.015301418;Hard Drinks;1.052.938;OUT035;2004;Small;Tier 2;Supermarket Type1;20.366.822
DRN47;12.1;Low Fat;0;Hard Drinks;179.866;OUT045;2002;;Tier 2;Supermarket Type1;3595.32
FDM25;10.695;Regular;0.060615254;Breakfast;1.740.712;OUT013;1987;High;Tier 3;Supermarket Type1;24.607.968
FDF52;;Low Fat;0.066459891;Frozen Foods;1.842.292;OUT027;1985;Medium;Tier 3;Supermarket Type3;4560.73
FDU21;11.8;Regular;0.076876046;Snack Foods;331.558;OUT045;2002;;Tier 2;Supermarket Type1;5.432.928
FDI15;13.8;Low Fat;0.14215211;Dairy;2.635.884;OUT017;2007;;Tier 2;Supermarket Type1;23.848.956
FDJ09;15;Low Fat;0.058632705;Snack Foods;464.744;OUT018;2009;Medium;Tier 3;Supermarket Type2;5.432.928
FDW03;5.63;Regular;0.024541277;Meat;1.051.306;OUT046;1997;Small;Tier 1;Supermarket Type1;3.135.918
FDA07;7.55;Regular;0.030992735;Fruits and Vegetables;1.243.072;OUT049;1999;Medium;Tier 1;Supermarket Type1;26.951.584
FDU39;18.85;Low Fat;0.036241797;Meat;573.562;OUT017;2007;;Tier 2;Supermarket Type1;10.073.554
FDI60;7.22;Regular;0.038398937;Baking Goods;61.951;OUT045;2002;;Tier 2;Supermarket Type1;1.518.024
FDK33;17.85;Low Fat;0.011258035;Snack Foods;211.656;OUT045;2002;;Tier 2;Supermarket Type1;2.556.672
FDN01;8.895;Low Fat;0.072511335;Breakfast;177.437;OUT049;1999;Medium;Tier 1;Supermarket Type1;3528.74
FDV38;19.25;Low Fat;0.101689151;Dairy;546.956;OUT013;1987;High;Tier 3;Supermarket Type1;1.637.868
NCV06;11.3;Low Fat;0.066625843;Household;1.942.478;OUT013;1987;High;Tier 3;Supermarket Type1;27.124.692
FDQ34;10.85;Low Fat;0.162242617;Snack Foods;1.078.622;OUT046;1997;Small;Tier 1;Supermarket Type1;1.058.622
DRK37;5;Low Fat;0;Soft Drinks;189.853;OUT045;2002;;Tier 2;Supermarket Type1;4.933.578
NCY53;20;Low Fat;0;Health and Hygiene;1.102.544;OUT013;1987;High;Tier 3;Supermarket Type1;14.541.072
FDD53;;Low Fat;0.044008347;Frozen Foods;437.454;OUT027;1985;Medium;Tier 3;Supermarket Type3;6.711.264
FDV49;10;Low Fat;0.025867353;Canned;2.646.226;OUT049;1999;Medium;Tier 1;Supermarket Type1;47.578.068
FDY36;;Low Fat;0.016476619;Baking Goods;74.338;OUT019;1985;Small;Tier 1;Grocery Store;146.476
FDH34;8.63;Low Fat;0.031095246;Snack Foods;1.857.582;OUT046;1997;Small;Tier 1;Supermarket Type1;35.294.058
NCD07;9.1;LF;0;Household;1.154.518;OUT017;2007;;Tier 2;Supermarket Type1;23.908.878
FDB51;6.92;Low Fat;0.038422076;Dairy;625.852;OUT013;1987;High;Tier 3;Supermarket Type1;4.380.964
NCH42;6.86;Low Fat;0.061155983;Household;228.401;OUT010;1998;;Tier 3;Grocery Store;229.701
NCI31;20;Low Fat;0.08131178;Others;37.819;OUT035;2004;Small;Tier 2;Supermarket Type1;439.428
FDL56;14.1;Low Fat;0.125756824;Fruits and Vegetables;871.198;OUT035;2004;Small;Tier 2;Supermarket Type1;25.293.742
FDG29;17.6;Low Fat;0.05661033;Frozen Foods;417.454;OUT017;2007;;Tier 2;Supermarket Type1;209.727
FDJ45;17.75;LF;0.073709686;Seafood;351.216;OUT018;2009;Medium;Tier 3;Supermarket Type2;4.154.592
FDJ38;8.6;Regular;0.040432954;Canned;191.653;OUT017;2007;;Tier 2;Supermarket Type1;3795.06
NCO05;7.27;Low Fat;0.046749112;Health and Hygiene;1.004.384;OUT018;2009;Medium;Tier 3;Supermarket Type2;1.970.768
FDW24;6.8;Low Fat;0.062762374;Baking Goods;504.034;OUT010;1998;;Tier 3;Grocery Store;486.034
FDN34;;Regular;0.045542628;Snack Foods;1.707.132;OUT027;1985;Medium;Tier 3;Supermarket Type3;49.042.828
FDH46;6.935;Regular;0.041346469;Snack Foods;1.031.332;OUT049;1999;Medium;Tier 1;Supermarket Type1;8.202.656
FDW39;6.69;Regular;0.036903419;Meat;175.137;OUT035;2004;Small;Tier 2;Supermarket Type1;1.235.059
DRK59;;Low Fat;0.075084457;Hard Drinks;2.339.616;OUT027;1985;Medium;Tier 3;Supermarket Type3;44.528.704
FDU25;12.35;Low Fat;0.026735372;Canned;574.246;OUT045;2002;;Tier 2;Supermarket Type1;8.109.444
FDC44;15.6;Low Fat;0.172453254;Fruits and Vegetables;1.151.518;OUT013;1987;High;Tier 3;Supermarket Type1;6.831.108
FDG17;;Regular;0.035666655;Frozen Foods;2.462.486;OUT027;1985;Medium;Tier 3;Supermarket Type3;80.635.038
FDI45;13.1;Low Fat;0.037581243;Fruits and Vegetables;1.755.054;OUT046;1997;Small;Tier 1;Supermarket Type1;24.514.756
FDK08;9.195;Regular;0.122202946;Fruits and Vegetables;1.001.016;OUT013;1987;High;Tier 3;Supermarket Type1;16.192.256
FDW36;11.15;Low Fat;0.056921876;Baking Goods;1.071.622;OUT035;2004;Small;Tier 2;Supermarket Type1;4.234.488
FDL39;16.1;Regular;0.063319379;Dairy;1.809.318;OUT035;2004;Small;Tier 2;Supermarket Type1;19.847.498
FDS13;6.465;Low Fat;0.124402507;Canned;2.661.884;OUT013;1987;High;Tier 3;Supermarket Type1;5.299.768
FDO57;20.75;Low Fat;0.108879177;Snack Foods;1.615.578;OUT049;1999;Medium;Tier 1;Supermarket Type1;3.209.156
FDS37;7.655;Low Fat;0.032125561;Canned;1.157.492;OUT017;2007;;Tier 2;Supermarket Type1;25.486.824
FDV26;20.25;Regular;0.076097073;Dairy;1.935.794;OUT013;1987;High;Tier 3;Supermarket Type1;1.950.794
FDJ22;18.75;low fat;0.052766297;Snack Foods;1.897.504;OUT013;1987;High;Tier 3;Supermarket Type1;24.927.552
FDC16;11.5;Regular;0.020601791;Dairy;86.054;OUT049;1999;Medium;Tier 1;Supermarket Type1;1.038.648
NCH42;;Low Fat;0.036360386;Household;231.601;OUT027;1985;Medium;Tier 3;Supermarket Type3;7.580.133
FDD46;;Low Fat;0.140571971;Snack Foods;1.547.998;OUT027;1985;Medium;Tier 3;Supermarket Type3;33.835.956
FDT25;7.5;Low Fat;0.05074138;Canned;1.232.072;OUT035;2004;Small;Tier 2;Supermarket Type1;1.837.608
FDR34;17;Regular;0.015997687;Snack Foods;2.291.352;OUT045;2002;;Tier 2;Supermarket Type1;4.580.704
FDQ10;;Low Fat;0.033018559;Snack Foods;1.704.422;OUT027;1985;Medium;Tier 3;Supermarket Type3;50.008.238
DRI03;6.03;Low Fat;0.022703693;Dairy;1.779.028;OUT046;1997;Small;Tier 1;Supermarket Type1;47.817.756
FDB58;;Regular;0.013431109;Snack Foods;1.437.154;OUT027;1985;Medium;Tier 3;Supermarket Type3;48.217.236
FDQ03;15;Regular;0;Meat;2.356.248;OUT049;1999;Medium;Tier 1;Supermarket Type1;18.961.984
DRD27;18.75;Low Fat;0.023876985;Dairy;974.042;OUT049;1999;Medium;Tier 1;Supermarket Type1;22.816.966
FDK33;17.85;Low Fat;0.011281018;Snack Foods;213.756;OUT018;2009;Medium;Tier 3;Supermarket Type2;3.408.896
DRL23;18.35;Low Fat;0.015328106;Hard Drinks;1.075.938;OUT049;1999;Medium;Tier 1;Supermarket Type1;18.222.946
FDW32;18.35;Regular;0.094488071;Fruits and Vegetables;871.882;OUT045;2002;;Tier 2;Supermarket Type1;5.153.292
NCL05;19.6;Low Fat;0.047897663;Health and Hygiene;44.677;OUT046;1997;Small;Tier 1;Supermarket Type1;173.108
DRB01;;Low Fat;0.081841136;Soft Drinks;190.053;OUT027;1985;Medium;Tier 3;Supermarket Type3;569.259
NCL06;14.65;Low Fat;0.072212787;Household;2.609.594;OUT045;2002;;Tier 2;Supermarket Type1;28.782.534
FDH10;21;Low Fat;0.049505857;Snack Foods;1.953.478;OUT018;2009;Medium;Tier 3;Supermarket Type2;11.624.868
NCO14;9.6;Low Fat;0.02981155;Household;452.086;OUT017;2007;;Tier 2;Supermarket Type1;669.129
FDV03;17.6;Low Fat;0.058181585;Meat;1.544.314;OUT049;1999;Medium;Tier 1;Supermarket Type1;2.326.971
FDW52;14;Regular;0.037734782;Frozen Foods;1.664.526;OUT017;2007;;Tier 2;Supermarket Type1;47.691.254
NCZ30;6.59;Low Fat;0;Household;1.191.098;OUT017;2007;;Tier 2;Supermarket Type1;9.640.784
FDY35;17.6;Regular;0.026827052;Breads;478.402;OUT010;1998;;Tier 3;Grocery Store;918.804
FDN31;11.5;Low Fat;0.072881535;Fruits and Vegetables;191.353;OUT046;1997;Small;Tier 1;Supermarket Type1;2.277.036
FDX31;20.35;Regular;0.014822802;Fruits and Vegetables;2.340.958;OUT035;2004;Small;Tier 2;Supermarket Type1;25.706.538
NCJ05;18.7;Low Fat;0.046159928;Health and Hygiene;1.523.682;OUT049;1999;Medium;Tier 1;Supermarket Type1;16.771.502
FDN56;5.46;Regular;0.107662745;Fruits and Vegetables;1.438.786;OUT017;2007;;Tier 2;Supermarket Type1;4.334.358
FDZ04;9.31;Low Fat;0.038014104;Frozen Foods;62.351;OUT049;1999;Medium;Tier 1;Supermarket Type1;822.263
FDJ44;12.3;Regular;0.106307146;Fruits and Vegetables;1.749.396;OUT035;2004;Small;Tier 2;Supermarket Type1;15.699.564
FDI08;18.2;Regular;0.066672058;Fruits and Vegetables;2.481.092;OUT017;2007;;Tier 2;Supermarket Type1;42.331.564
